Stove type: Laser 530,,Latitude of the PUMA device location,[64.76378],Longitude of the PUMA device location,[-148.083],,,
Timestamp of each PUMA device reading,State of the stove when powered on; depends on the stove type the PUMA device is attached to,Number of cumulative clicks since PuMA installation the fuel pump solenoid makes when the stove turns on,Number of clicks the fuel pump solenoid makes when the stove turns on per time interval,The amount of fuel consumed by the stove,The fuel consumption rate of the stove,Indoor temperature read by the thermistor monitored by the PUMA device,Outdoor temperature interpolated using area temperature data from Snotel,Temperature difference between the indoor and outdoor temperatures
"Time since 1970, 1, 1, 00:00:00 UTC (Unix time)",Integer units corresponding to power states; -1 indicates powered off,Number of cumulative clicks; -1 indicates stove powered off,Number of clicks,US gallons,US gallons per hour,F,F,F
1543675633.0,-1,-1,0,0.0,0.0,72.42,11.93,60.49
1543675933.0,-1,-1,0,0.0,0.0,72.65,12.25,60.4
1543676233.0,-1,-1,0,0.0,0.0,72.42,12.56,59.86
1543676533.0,-1,-1,0,0.0,0.0,73.32,12.84,60.48
1543676833.0,-1,-1,0,0.0,0.0,72.87,13.06,59.81
1543677134.0,-1,-1,0,0.0,0.0,72.42,13.29,59.13
1543677434.0,-1,-1,0,0.0,0.0,73.76,13.52,60.24
1543677734.0,-1,-1,0,0.0,0.0,73.76,13.74,60.02
1543678034.0,-1,-1,0,0.0,0.0,74.65,13.97,60.68
1543678334.0,-1,-1,0,0.0,0.0,75.08,14.19,60.89
1543678634.0,-1,-1,0,0.0,0.0,75.08,14.42,60.66
1543678933.0,-1,-1,0,0.0,0.0,74.65,14.64,60.01
1543679233.0,-1,-1,0,0.0,0.0,75.3,14.86,60.44
1543679445.0,4,25695,0,0.0,0.0,76.18,15.02,61.16
1543679802.0,-1,-1,0,0.0,0.0,73.32,15.29,58.03
1543680102.0,-1,-1,0,0.0,0.0,71.97,15.52,56.45
1543680402.0,-1,-1,0,0.0,0.0,71.74,15.74,56.0
1543680701.0,-1,-1,0,0.0,0.0,71.06,15.97,55.09
1543681001.0,-1,-1,0,0.0,0.0,71.06,16.19,54.87
1543681301.0,-1,-1,0,0.0,0.0,68.75,16.42,52.33
1543681600.0,-1,-1,0,0.0,0.0,69.68,16.64,53.04
1543681900.0,-1,-1,0,0.0,0.0,69.91,16.87,53.04
1543682200.0,-1,-1,0,0.0,0.0,69.45,17.09,52.36
1543682500.0,-1,-1,0,0.0,0.0,68.51,17.32,51.19
1543682800.0,-1,-1,0,0.0,0.0,67.33,17.54,49.79
1543683100.0,-1,-1,0,0.0,0.0,68.75,17.77,50.98
1543683399.0,-1,-1,0,0.0,0.0,68.28,17.99,50.29
1543683700.0,-1,-1,0,0.0,0.0,68.98,18.16,50.82
1543684000.0,-1,-1,0,0.0,0.0,68.28,18.2,50.08
1543684300.0,-1,-1,0,0.0,0.0,67.8,18.25,49.55
1543684599.0,-1,-1,0,0.0,0.0,68.04,18.29,49.75
1543684899.0,-1,-1,0,0.0,0.0,67.33,18.33,49.0
1543685199.0,-1,-1,0,0.0,0.0,68.28,18.38,49.9
1543685498.0,-1,-1,0,0.0,0.0,67.8,18.42,49.38
1543685798.0,-1,-1,0,0.0,0.0,67.09,18.47,48.62
1543686098.0,-1,-1,0,0.0,0.0,67.09,18.51,48.58
1543686399.0,-1,-1,0,0.0,0.0,66.85,18.56,48.29
1543686698.0,-1,-1,0,0.0,0.0,64.43,18.6,45.83
1543686998.0,-1,-1,0,0.0,0.0,66.13,18.65,47.48
1543687299.0,-1,-1,0,0.0,0.0,65.89,18.71,47.18
1543687599.0,-1,-1,0,0.0,0.0,66.61,18.82,47.79
1543687899.0,-1,-1,0,0.0,0.0,66.85,18.92,47.93
1543688198.0,-1,-1,0,0.0,0.0,65.4,19.03,46.37
1543688498.0,-1,-1,0,0.0,0.0,65.89,19.13,46.76
1543688798.0,-1,-1,0,0.0,0.0,65.4,19.24,46.16
1543689098.0,-1,-1,0,0.0,0.0,65.4,19.34,46.06
1543689398.0,-1,-1,0,0.0,0.0,64.67,19.45,45.22
1543689698.0,-1,-1,0,0.0,0.0,65.65,19.55,46.1
1543689998.0,-1,-1,0,0.0,0.0,64.92,19.66,45.26
1543690298.0,-1,-1,0,0.0,0.0,66.61,19.76,46.85
1543690597.0,-1,-1,0,0.0,0.0,66.61,19.87,46.74
1543690897.0,-1,-1,0,0.0,0.0,67.33,19.94,47.39
1543691197.0,-1,-1,0,0.0,0.0,67.57,19.94,47.63
1543691497.0,-1,-1,0,0.0,0.0,68.75,19.94,48.81
1543691797.0,-1,-1,0,0.0,0.0,68.51,19.94,48.57
1543692097.0,-1,-1,0,0.0,0.0,68.98,19.94,49.04
1543692396.0,-1,-1,0,0.0,0.0,68.51,19.94,48.57
1543692696.0,-1,-1,0,0.0,0.0,68.51,19.94,48.57
1543692996.0,-1,-1,0,0.0,0.0,69.68,19.94,49.74
1543693296.0,-1,-1,0,0.0,0.0,68.51,19.94,48.57
1543693596.0,-1,-1,0,0.0,0.0,69.45,19.94,49.51
1543693896.0,-1,-1,0,0.0,0.0,70.83,19.94,50.89
1543694196.0,-1,-1,0,0.0,0.0,68.51,19.94,48.57
1543694497.0,-1,-1,0,0.0,0.0,68.98,19.94,49.04
1543694797.0,-1,-1,0,0.0,0.0,68.28,19.94,48.34
1543695097.0,-1,-1,0,0.0,0.0,68.75,19.94,48.81
1543695396.0,-1,-1,0,0.0,0.0,68.51,19.94,48.57
1543695696.0,-1,-1,0,0.0,0.0,67.57,19.94,47.63
1543695996.0,-1,-1,0,0.0,0.0,68.04,19.94,48.1
1543696296.0,-1,-1,0,0.0,0.0,67.8,19.94,47.86
1543696595.0,-1,-1,0,0.0,0.0,67.33,19.94,47.39
1543696895.0,-1,-1,0,0.0,0.0,68.28,19.94,48.34
1543697195.0,-1,-1,0,0.0,0.0,67.09,19.94,47.15
1543697495.0,-1,-1,0,0.0,0.0,67.8,19.94,47.86
1543697795.0,-1,-1,0,0.0,0.0,67.33,19.94,47.39
1543698095.0,-1,-1,0,0.0,0.0,66.37,19.92,46.45
1543698395.0,-1,-1,0,0.0,0.0,67.57,19.84,47.73
1543698694.0,-1,-1,0,0.0,0.0,67.57,19.77,47.8
1543698994.0,-1,-1,0,0.0,0.0,67.09,19.69,47.4
1543699294.0,-1,-1,0,0.0,0.0,66.37,19.62,46.75
1543699594.0,-1,-1,0,0.0,0.0,67.09,19.54,47.55
1543699894.0,-1,-1,0,0.0,0.0,65.65,19.47,46.18
1543700194.0,-1,-1,0,0.0,0.0,65.65,19.39,46.26
1543700493.0,-1,-1,0,0.0,0.0,66.61,19.32,47.29
1543700793.0,-1,-1,0,0.0,0.0,68.75,19.24,49.51
1543701093.0,-1,-1,0,0.0,0.0,69.21,19.17,50.04
1543701393.0,-1,-1,0,0.0,0.0,70.6,19.09,51.51
1543701693.0,-1,-1,0,0.0,0.0,70.37,18.97,51.4
1543701993.0,-1,-1,0,0.0,0.0,71.29,18.75,52.54
1543702293.0,-1,-1,0,0.0,0.0,70.14,18.52,51.62
1543702592.0,-1,-1,0,0.0,0.0,72.42,18.3,54.12
1543702892.0,-1,-1,0,0.0,0.0,71.29,18.07,53.22
1543703192.0,-1,-1,0,0.0,0.0,73.76,17.85,55.91
1543703491.0,-1,-1,0,0.0,0.0,74.42,17.62,56.8
1543703792.0,-1,-1,0,0.0,0.0,72.65,17.4,55.25
1543704091.0,-1,-1,0,0.0,0.0,73.98,17.17,56.81
1543704391.0,-1,-1,0,0.0,0.0,73.54,16.95,56.59
1543704690.0,-1,-1,0,0.0,0.0,74.42,16.72,57.7
1543704990.0,-1,-1,0,0.0,0.0,74.87,16.5,58.37
1543705289.0,-1,-1,0,0.0,0.0,74.87,16.34,58.53
1543705590.0,-1,-1,0,0.0,0.0,75.3,16.36,58.94
1543705889.0,-1,-1,0,0.0,0.0,75.3,16.37,58.93
